date,SO2_OesteAvdaArgentina,SO2_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO_EsteAvdaCastilla,NO2_OesteAvdaArgentina,NO2_EsteAvdaCastilla,CO_OesteAvdaArgentina,CO_EsteAvdaCastilla,PM10_OesteAvdaArgentina,PM10_EsteAvdaCastilla,O3_OesteAvdaArgentina,O3_EsteAvdaCastilla,SO2_GijonGlobal,NO_GijonGlobal,NO2_GijonGlobal,CO_GijonGlobal,PM10_GijonGlobal,O3_GijonGlobal
2021-09-17,7.0,5.0,28.0,43.0,28.0,36.0,1.05,1.29,82.0,75.0,52.0,55.0,11.0,49.0,47.0,1.29,89.0,63.0
2023-06-14,5.0,7.0,25.0,12.0,25.0,32.0,0.96,0.39,42.0,29.0,80.0,78.0,7.0,18.0,33.0,1.25,42.0,80.0
2020-03-26,8.0,2.0,37.0,12.0,37.0,33.0,1.93,0.51,55.0,38.0,98.0,106.0,8.0,28.0,48.0,1.93,55.0,131.0
2020-12-12,13.0,8.0,57.0,29.0,57.0,35.0,0.99,0.99,61.0,68.0,49.0,68.0,13.0,78.0,57.0,1.21,135.0,74.0
2019-12-07,26.0,13.0,50.0,136.0,50.0,41.0,4.58,1.49,56.0,140.0,27.0,27.0,26.0,169.0,70.0,4.58,140.0,36.0
2023-12-16,12.0,7.0,44.0,65.0,44.0,41.0,0.37,0.74,37.0,41.0,62.0,67.0,12.0,65.0,59.0,0.97,123.0,107.0
2023-10-29,13.0,5.0,24.0,11.0,24.0,26.0,0.45,0.34,70.0,47.0,60.0,74.0,13.0,11.0,32.0,0.92,70.0,81.0
2022-02-28,25.0,13.0,74.0,46.0,74.0,45.0,0.59,0.86,112.0,127.0,59.0,80.0,25.0,46.0,77.0,0.92,127.0,85.0
2019-05-06,8.0,8.0,49.0,36.0,49.0,53.0,0.52,0.5,55.0,37.0,81.0,88.0,39.0,106.0,67.0,0.99,59.0,106.0
2021-01-05,4.0,6.0,54.0,43.0,54.0,49.0,0.44,0.74,40.0,23.0,40.0,48.0,6.0,61.0,54.0,0.89,67.0,52.0
2020-07-14,3.0,1.0,30.0,10.0,30.0,16.0,2.0,0.9,45.0,37.0,75.0,83.0,5.0,17.0,35.0,2.0,56.0,98.0
2020-01-02,22.0,5.0,59.0,140.0,59.0,36.0,5.2,0.96,133.0,61.0,27.0,25.0,22.0,190.0,74.0,5.2,133.0,43.0
2021-05-15,3.0,3.0,34.0,5.0,34.0,18.0,0.51,0.29,39.0,18.0,61.0,79.0,3.0,21.0,34.0,0.69,39.0,79.0
2021-04-11,7.0,5.0,28.0,2.0,28.0,8.0,0.24,0.3,43.0,37.0,79.0,97.0,7.0,7.0,21.0,0.46,52.0,98.0
2023-05-28,8.0,6.0,57.0,4.0,57.0,33.0,1.68,1.2,71.0,76.0,109.0,114.0,8.0,9.0,57.0,1.68,80.0,128.0
2021-04-15,6.0,4.0,80.0,6.0,80.0,38.0,0.4,0.2,56.0,40.0,86.0,105.0,14.0,165.0,80.0,0.61,56.0,105.0
2021-08-21,4.0,4.0,21.0,9.0,21.0,25.0,0.41,0.69,60.0,26.0,82.0,82.0,24.0,23.0,32.0,0.69,62.0,92.0
2019-02-02,8.0,8.0,47.0,5.0,47.0,32.0,1.0,0.53,33.0,65.0,83.0,73.0,32.0,26.0,64.0,1.78,65.0,97.0
2021-11-29,4.0,10.0,54.0,13.0,54.0,59.0,0.33,0.74,98.0,27.0,61.0,69.0,23.0,59.0,68.0,1.83,98.0,81.0
2020-03-14,9.0,8.0,25.0,15.0,25.0,24.0,0.86,0.48,46.0,53.0,69.0,84.0,12.0,15.0,39.0,0.86,53.0,105.0
2021-05-22,9.0,1.0,23.0,3.0,23.0,19.0,0.54,0.44,56.0,43.0,72.0,86.0,10.0,12.0,28.0,0.71,56.0,86.0
2020-09-17,3.0,2.0,47.0,27.0,47.0,54.0,1.14,1.13,66.0,61.0,71.0,67.0,5.0,60.0,69.0,1.23,78.0,82.0
2019-05-02,9.0,6.0,45.0,18.0,45.0,45.0,5.81,0.53,72.0,23.0,81.0,78.0,9.0,50.0,52.0,5.81,72.0,101.0
2023-09-13,2.0,4.0,53.0,24.0,53.0,22.0,0.33,0.42,57.0,31.0,92.0,71.0,5.0,39.0,53.0,0.49,57.0,92.0
2020-12-20,15.0,7.0,48.0,50.0,48.0,37.0,4.48,0.83,188.0,213.0,31.0,28.0,15.0,94.0,69.0,4.48,213.0,37.0
2020-07-25,8.0,3.0,24.0,8.0,24.0,19.0,0.37,0.38,34.0,32.0,60.0,62.0,9.0,11.0,25.0,0.61,42.0,89.0
2023-08-20,1.0,3.0,15.0,6.0,15.0,14.0,0.14,0.27,21.0,22.0,64.0,52.0,3.0,10.0,15.0,0.61,33.0,64.0
2021-05-23,11.0,4.0,21.0,6.0,21.0,19.0,1.24,0.39,39.0,25.0,72.0,87.0,11.0,12.0,23.0,1.24,39.0,87.0
2019-07-14,2.0,5.0,10.0,5.0,10.0,12.0,0.28,0.31,27.0,28.0,69.0,77.0,5.0,12.0,23.0,0.31,28.0,85.0
2022-06-06,7.0,4.0,41.0,14.0,41.0,32.0,0.51,0.78,67.0,22.0,34.0,65.0,19.0,37.0,41.0,1.05,67.0,70.0
2019-11-10,16.0,3.0,26.0,10.0,26.0,33.0,2.05,0.48,29.0,48.0,54.0,54.0,16.0,15.0,33.0,2.05,48.0,77.0
2021-11-06,10.0,2.0,59.0,34.0,59.0,41.0,0.88,1.06,51.0,28.0,61.0,68.0,10.0,99.0,71.0,1.06,51.0,74.0
2023-06-13,4.0,5.0,27.0,7.0,27.0,31.0,0.77,0.77,40.0,34.0,87.0,94.0,7.0,20.0,34.0,0.77,40.0,94.0
2019-03-21,11.0,5.0,46.0,73.0,46.0,49.0,0.97,0.53,58.0,24.0,85.0,98.0,11.0,98.0,75.0,0.97,58.0,110.0
2019-12-14,21.0,3.0,63.0,37.0,63.0,48.0,1.35,0.95,50.0,164.0,69.0,73.0,21.0,89.0,77.0,1.35,164.0,94.0
2023-10-15,5.0,4.0,27.0,5.0,27.0,18.0,0.1,0.11,24.0,29.0,56.0,71.0,5.0,11.0,34.0,0.47,30.0,72.0
2019-12-31,31.0,3.0,46.0,67.0,46.0,42.0,6.29,0.76,63.0,59.0,49.0,49.0,31.0,67.0,67.0,6.29,63.0,65.0
2022-12-21,23.0,6.0,53.0,89.0,53.0,64.0,1.09,0.59,201.0,109.0,54.0,37.0,23.0,202.0,67.0,1.09,201.0,54.0
2023-06-30,14.0,9.0,29.0,10.0,29.0,21.0,1.39,0.81,58.0,47.0,73.0,70.0,36.0,11.0,30.0,1.56,58.0,75.0
2019-12-19,5.0,7.0,66.0,107.0,66.0,52.0,0.68,0.78,46.0,30.0,49.0,51.0,7.0,184.0,88.0,0.91,53.0,88.0
2020-03-01,57.0,22.0,25.0,6.0,25.0,25.0,1.86,0.74,70.0,145.0,66.0,77.0,57.0,10.0,46.0,2.26,145.0,102.0
2022-08-17,2.0,1.0,36.0,7.0,36.0,32.0,0.77,0.5,51.0,93.0,62.0,70.0,12.0,15.0,43.0,1.01,93.0,70.0
2023-07-06,3.0,4.0,25.0,10.0,25.0,21.0,1.01,0.4,108.0,27.0,67.0,67.0,4.0,29.0,25.0,1.01,108.0,72.0
2023-12-01,7.0,6.0,39.0,14.0,39.0,36.0,0.882,0.6,45.0,35.0,56.0,55.0,7.0,17.0,43.0,0.8,45.0,86.0
2022-05-27,2.0,7.0,16.0,11.0,16.0,18.0,0.11,0.52,30.0,18.0,47.0,74.0,7.0,11.0,18.0,0.52,30.0,82.0
2019-11-02,72.0,18.0,37.0,9.0,37.0,32.0,1.67,1.15,95.0,23.0,73.0,69.0,72.0,12.0,37.0,1.67,95.0,89.0
2022-11-10,15.0,4.0,37.0,103.0,37.0,44.0,4.78,0.95,66.0,52.0,51.0,44.0,15.0,103.0,65.0,4.78,66.0,51.0
2019-12-30,17.0,7.0,69.0,175.0,69.0,60.0,2.87,1.22,72.0,70.0,15.0,9.0,22.0,512.0,128.0,2.87,138.0,29.0
2020-12-31,10.0,5.0,46.0,20.0,46.0,54.0,0.91,0.5,32.42857142857143,20.5,62.0,71.0,10.0,20.0,56.0,0.91,25.0,76.0
2022-09-04,4.0,2.0,33.0,5.0,33.0,23.0,5.99,0.28,65.0,26.0,96.0,83.0,5.0,9.0,42.0,5.99,65.0,96.0
2019-06-28,5.0,4.0,47.0,11.0,47.0,32.0,0.91,0.41,47.0,52.0,60.0,65.0,13.0,33.0,47.0,0.91,52.0,76.0
2020-11-20,6.0,6.0,46.0,135.0,46.0,48.0,0.66,0.58,90.0,35.0,68.0,70.0,7.0,135.0,59.0,0.66,90.0,79.0
2022-06-09,2.0,2.0,28.0,12.0,28.0,23.0,0.1,0.74,41.0,29.0,36.0,62.0,12.0,18.0,32.0,0.97,75.0,68.0
2020-11-22,26.0,6.0,43.0,42.0,43.0,45.0,1.7,0.53,93.0,66.0,52.0,45.0,26.0,77.0,62.0,1.7,93.0,52.0
2022-11-15,23.0,5.0,64.0,33.0,64.0,46.0,2.65,0.74,75.0,61.0,69.0,43.0,23.0,72.0,64.0,2.65,75.0,69.0
2022-02-19,13.0,3.0,34.0,13.0,34.0,47.0,0.36,0.5,56.0,98.0,68.0,72.0,13.0,13.0,50.0,0.61,98.0,84.0
2023-04-21,2.0,5.0,28.0,3.0,28.0,22.0,1.27,0.46,43.0,34.0,101.0,104.0,8.0,14.0,34.0,1.27,60.0,108.0
2023-03-05,23.0,12.0,32.0,12.0,32.0,37.0,1.88,0.57,55.0,43.0,87.0,88.0,23.0,34.0,45.0,1.88,59.0,97.0
2023-07-09,3.0,3.0,9.0,5.0,9.0,15.0,0.77,0.5,75.0,30.0,74.0,75.0,3.0,8.0,30.0,0.77,75.0,79.0
2021-11-21,25.0,5.0,36.0,18.0,36.0,43.0,3.56,0.99,81.0,38.0,54.0,66.0,25.0,32.0,50.0,3.56,81.0,69.0
2021-06-12,4.0,3.0,7.0,6.0,7.0,14.0,0.1,0.36,36.0,23.0,66.0,73.0,4.0,6.0,14.0,0.39,36.0,78.0
2021-07-27,6.0,6.0,24.0,9.0,24.0,38.0,0.49,1.53,46.0,34.0,66.0,73.0,14.0,15.0,39.0,1.53,46.0,77.0
2022-06-02,1.0,2.0,39.0,27.0,39.0,30.0,1.16,0.66,94.0,24.0,47.0,75.0,7.0,75.0,41.0,1.16,94.0,78.0
2020-08-16,8.0,2.0,19.0,8.0,19.0,18.0,1.16,0.26,29.0,30.0,57.0,60.0,8.0,8.0,19.0,1.16,42.0,76.0
2019-04-30,10.0,8.0,42.0,32.0,42.0,46.0,0.78,0.91,62.0,51.0,80.0,79.0,13.0,40.0,51.0,1.0,62.0,96.0
2021-07-07,4.0,5.0,22.0,13.0,22.0,30.0,0.82,1.38,68.0,37.0,50.0,51.0,22.0,17.0,31.0,1.38,68.0,51.0
2023-04-03,4.0,4.0,44.0,26.0,44.0,41.0,0.76,0.31,95.0,28.0,98.0,93.0,5.0,84.0,62.0,0.76,95.0,99.0
2022-01-23,16.0,10.0,52.0,31.0,52.0,42.0,0.61,0.74,75.0,39.0,63.0,65.0,16.0,72.0,60.0,0.74,78.0,79.0
2020-03-07,5.0,7.0,54.0,19.0,54.0,50.0,0.92,0.42,52.0,63.0,66.0,82.0,7.0,97.0,79.0,0.92,63.0,100.0
2020-02-03,23.0,9.0,62.0,79.0,62.0,47.0,2.67,0.74,200.0,336.0,32.0,39.0,23.0,169.0,81.0,2.67,336.0,44.0
2019-06-27,4.0,5.0,39.0,15.0,39.0,35.0,1.43,0.73,44.0,31.0,64.0,70.0,46.0,67.0,61.0,1.54,44.0,80.0
2023-09-15,2.0,5.0,74.0,40.0,74.0,32.0,2.3,0.92,62.0,28.0,95.0,81.0,6.0,84.0,74.0,2.3,62.0,95.0
2019-09-13,4.0,1.0,62.0,36.0,62.0,46.0,0.56,0.44,36.0,28.0,87.0,65.0,4.0,55.0,62.0,0.56,36.0,87.0
2019-09-20,3.0,2.0,30.0,45.0,30.0,35.0,0.94,0.68,48.0,50.0,99.0,81.0,15.0,136.0,47.0,1.23,60.0,99.0
2020-04-17,3.0,3.0,39.0,19.0,39.0,36.0,0.97,0.73,77.0,23.0,65.0,76.0,5.0,54.0,50.0,0.97,77.0,90.0
2021-02-09,25.0,9.0,58.0,59.0,58.0,44.0,1.4,0.74,112.0,29.0,62.0,77.0,25.0,133.0,61.0,1.58,112.0,81.0
2019-03-20,7.0,3.0,41.0,40.0,41.0,44.0,0.6,0.5,47.0,24.0,81.0,89.0,7.0,110.0,59.0,0.6,47.0,99.0
2023-01-09,29.0,8.0,57.0,33.0,57.0,55.0,4.6,0.46,117.0,51.0,79.0,80.0,29.0,89.0,78.0,4.6,117.0,86.0
2020-04-07,2.0,1.0,14.0,5.0,14.0,10.0,0.99,0.32,22.0,27.0,66.0,79.0,2.0,5.0,14.0,0.99,44.0,93.0
2023-05-24,3.0,2.0,30.0,5.0,30.0,20.0,0.75,0.32,70.0,75.0,94.0,97.0,3.0,15.0,58.0,0.75,75.0,111.0
2021-08-07,8.0,6.0,27.0,8.0,27.0,23.0,0.49,1.13,78.0,36.0,63.0,50.0,24.0,12.0,27.0,1.13,78.0,63.0
2022-06-27,4.0,3.0,28.0,13.0,28.0,30.0,0.51,0.59,32.0,41.0,39.0,72.0,6.0,13.0,30.0,0.59,41.0,77.0
2022-02-07,25.0,24.0,45.0,25.0,45.0,50.0,0.3,0.54,59.0,116.0,59.0,76.0,25.0,51.0,50.0,0.58,116.0,85.0
2022-04-23,37.0,9.0,44.0,4.0,44.0,30.0,4.0,1.08,78.0,17.0,61.0,83.0,37.0,11.0,44.0,4.0,78.0,101.0
2020-07-27,5.0,3.0,26.0,15.0,26.0,28.0,0.91,0.95,51.0,38.0,50.0,61.0,19.0,58.0,29.0,6.5,51.0,73.0
2022-08-18,3.0,1.0,27.0,11.0,27.0,27.0,0.42,0.28,42.0,48.0,62.0,66.0,12.0,11.0,38.0,0.47,143.0,72.0
2020-10-29,16.0,4.0,43.0,53.0,43.0,37.0,1.08,0.25,84.0,151.0,63.0,64.0,16.0,60.0,53.0,1.08,246.0,74.0
2019-05-31,3.0,6.0,36.0,36.0,36.0,30.0,2.16,2.33,86.0,41.0,66.0,69.0,12.0,100.0,67.0,2.33,86.0,74.0
2022-03-11,24.0,23.0,46.0,23.0,46.0,62.0,1.96,1.16,91.0,69.0,54.0,79.0,31.0,29.0,63.0,1.96,91.0,101.0
2021-01-04,3.0,10.0,47.0,34.0,47.0,55.0,0.49,0.58,25.0,22.5,52.0,61.0,10.0,34.0,58.0,0.58,27.0,67.0
2021-11-14,13.0,9.0,67.0,11.0,67.0,47.0,0.66,1.33,58.0,60.0,46.0,60.0,13.0,76.0,78.0,1.33,133.0,69.0
2021-06-16,3.0,7.0,27.0,13.0,27.0,32.0,0.4,0.79,73.0,58.0,70.0,79.0,9.0,28.0,45.0,0.95,81.0,82.0
2019-03-02,14.0,13.0,71.0,24.0,71.0,50.0,6.85,0.87,73.0,86.0,75.0,70.0,17.0,95.0,92.0,6.85,86.0,83.0
2022-10-12,2.0,2.0,23.0,6.0,23.0,25.0,0.42,0.38,59.0,59.0,81.0,66.0,4.0,19.0,32.0,0.43,59.0,81.0
2020-09-25,15.0,7.0,34.0,12.0,34.0,42.0,1.4,0.41,42.0,48.0,57.0,62.0,15.0,22.0,42.0,1.4,48.0,75.0
2023-01-21,2.0,12.0,41.0,14.0,41.0,31.0,0.33,0.34,29.0,25.0,76.0,77.0,12.0,40.0,60.0,0.62,36.0,78.0
2019-09-29,38.0,3.0,39.0,21.0,39.0,41.0,4.96,0.62,53.0,56.0,52.0,43.0,38.0,22.0,41.0,4.96,56.0,52.0
2020-10-28,18.0,8.0,54.0,47.0,54.0,48.0,0.92,0.32,141.0,193.0,58.0,63.0,18.0,97.0,66.0,0.92,193.0,74.0
2019-12-16,4.0,5.0,68.0,11.0,68.0,44.0,0.4,0.38,22.0,41.0,63.0,61.0,5.0,52.0,72.0,0.54,41.0,85.0
2021-08-31,4.0,5.0,46.0,5.0,46.0,37.0,0.11,0.56,112.0,57.0,73.0,86.0,5.0,41.0,59.0,0.56,112.0,93.0
2022-08-06,4.0,3.25,29.0,4.0,29.0,12.5,0.1,0.185,43.0,24.25,92.0,69.5,4.0,6.0,29.0,0.33,52.0,97.0
2019-10-27,32.0,3.0,36.0,34.0,36.0,39.0,4.72,0.51,44.0,51.0,53.0,46.0,32.0,37.0,49.0,4.72,51.0,53.0
2019-10-15,11.0,2.0,45.0,22.0,45.0,48.0,1.93,0.46,63.0,33.0,61.0,63.0,11.0,30.0,61.0,1.93,63.0,65.0
2020-09-12,3.0,1.0,18.0,5.0,18.0,14.0,1.24,0.22,33.0,33.0,61.0,61.0,3.0,9.0,18.0,1.24,99.0,77.0
2021-02-27,2.0,2.0,16.0,2.0,16.0,5.0,0.16,0.28,59.0,40.0,66.0,80.0,5.0,6.0,17.0,0.46,59.0,82.0
2022-09-13,5.0,2.0,51.0,45.0,51.0,47.0,1.34,0.54,72.0,50.0,70.0,58.0,7.0,99.0,62.0,1.91,119.0,70.0
2023-08-23,2.0,4.0,35.0,11.0,35.0,24.0,0.28,0.47,47.0,42.0,86.0,88.0,17.0,45.0,39.0,0.87,58.0,88.0
2019-08-14,15.0,7.0,32.0,23.0,32.0,41.0,6.18,1.22,66.0,46.0,66.0,68.0,38.0,45.0,49.0,6.18,66.0,71.0
2021-09-04,3.0,6.0,29.0,9.0,29.0,28.0,0.24,0.92,78.0,49.0,83.0,98.0,6.0,15.0,30.0,0.92,78.0,100.0
2019-12-25,9.0,4.0,39.0,87.0,39.0,33.0,2.79,1.07,50.0,81.0,16.0,8.0,11.0,231.0,64.0,2.79,110.0,30.0
2022-10-08,4.0,2.0,14.0,2.0,14.0,6.0,0.1,0.3,55.0,32.0,82.0,66.0,4.0,5.0,20.0,0.3,55.0,82.0
2023-01-23,34.0,6.0,39.0,77.0,39.0,37.0,6.36,0.42,69.0,25.0,63.0,67.0,34.0,77.0,48.0,6.36,69.0,67.0
2020-11-27,22.0,6.0,49.0,129.0,49.0,51.0,1.0,0.54,122.0,70.0,28.0,28.0,22.0,142.0,53.0,1.35,227.0,31.0
2020-07-31,5.0,1.0,34.0,9.0,34.0,33.0,1.02,0.43,40.0,53.0,76.0,84.0,8.0,20.0,42.0,1.02,59.0,97.0
2023-09-27,3.0,4.0,37.0,50.0,37.0,27.0,1.66,0.48,51.0,33.0,61.0,72.0,17.0,50.0,37.0,1.66,51.0,72.0
2021-04-22,12.0,8.0,56.0,61.0,56.0,39.0,0.74,0.52,97.0,45.0,73.0,94.0,12.0,68.0,56.0,0.82,97.0,94.0
2023-11-10,19.0,7.0,42.0,7.0,42.0,37.0,1.03,0.69,56.0,122.0,43.0,66.0,19.0,29.0,46.0,1.03,122.0,105.0
2019-02-28,18.0,11.0,83.0,119.0,83.0,60.0,1.51,0.83,83.0,68.0,73.0,78.0,18.0,119.0,83.0,1.51,83.0,91.0
2023-10-22,17.0,3.0,31.0,13.0,31.0,41.0,1.5,0.18,70.0,103.0,64.0,70.0,17.0,31.0,63.0,1.5,103.0,70.0
2021-02-15,41.0,7.0,72.0,103.0,72.0,63.0,2.84,0.76,150.0,229.0,58.0,40.0,41.0,205.0,94.0,2.84,229.0,74.0
2021-07-23,3.0,3.0,20.0,10.0,20.0,25.0,0.2,0.81,50.0,27.0,63.0,67.0,14.0,19.0,39.0,0.81,50.0,71.0
2021-10-30,3.0,3.0,44.0,17.0,44.0,31.0,1.87,0.82,54.0,36.0,56.0,68.0,17.0,64.0,46.0,1.87,54.0,70.0
2020-01-18,9.0,4.0,39.0,27.0,39.0,35.0,0.95,0.67,69.0,64.0,53.0,52.0,9.0,51.0,46.0,0.95,69.0,70.0
2020-08-23,2.0,2.0,14.0,8.0,14.0,14.0,0.2,0.23,25.0,27.0,57.0,59.0,2.0,8.0,21.0,0.34,39.0,78.0
2022-01-31,9.0,3.0,34.0,39.0,34.0,43.0,0.4,0.71,61.0,42.0,51.0,61.0,9.0,39.0,43.0,0.71,61.0,66.0
2019-04-04,8.0,10.0,83.0,31.0,83.0,57.0,1.39,0.98,30.0,33.0,79.0,76.0,10.0,47.0,83.0,1.39,45.0,98.0
2021-05-26,9.0,5.0,42.0,24.0,42.0,33.0,0.56,0.25,104.0,46.0,66.0,83.0,9.0,60.0,47.0,0.56,104.0,85.0
2019-07-04,2.0,1.0,27.0,24.0,27.0,31.0,0.81,0.56,52.0,44.0,78.0,93.0,30.0,43.0,43.0,1.3,52.0,93.0
2020-10-23,10.0,12.0,52.0,85.0,52.0,48.0,2.82,1.15,55.0,27.0,53.0,56.0,23.0,85.0,63.0,2.82,55.0,62.0
2022-03-13,4.0,5.0,36.0,7.0,36.0,36.0,1.02,0.82,78.0,75.0,62.0,85.0,10.0,10.0,45.0,1.16,78.0,108.0
2023-08-11,12.0,6.0,36.0,22.0,36.0,38.0,3.01,2.32,69.0,62.0,93.0,100.0,12.0,31.0,38.0,3.01,69.0,100.0
2019-01-03,7.0,6.0,49.0,4.0,49.0,15.0,0.99,0.38,34.0,30.0,73.0,61.0,7.0,16.0,51.0,0.99,35.0,78.0
2019-07-02,3.0,2.0,25.0,13.0,25.0,18.0,0.82,0.3,42.0,37.0,59.0,62.0,4.0,13.0,25.0,0.82,42.0,68.0
2023-02-27,5.0,16.0,13.0,3.0,13.0,11.0,0.33,0.33,37.0,33.0,85.0,81.0,16.0,12.0,32.0,0.64,40.0,91.0
2021-12-08,15.0,4.0,30.0,4.0,30.0,27.0,1.08,0.72,41.0,19.0,55.0,70.0,15.0,5.0,30.0,1.08,41.0,86.0
2022-09-10,6.0,4.0,28.0,5.0,28.0,19.0,1.89,0.28,81.0,26.0,98.0,80.0,6.0,33.0,33.0,1.89,81.0,98.0
2020-03-31,4.0,3.0,33.0,8.0,33.0,31.0,0.42,0.31,34.0,27.0,62.0,68.0,4.0,20.0,39.0,0.42,34.0,88.0
2023-08-04,3.0,5.0,14.0,6.0,14.0,23.0,0.61,0.23,44.0,28.0,49.0,76.0,5.0,41.0,33.0,0.61,44.0,76.0
2019-08-23,3.0,1.0,47.0,15.0,47.0,43.0,0.86,1.22,54.0,56.0,109.0,100.0,8.0,89.0,63.0,1.22,68.0,109.0
2022-10-25,10.0,2.0,64.0,95.0,64.0,42.0,1.84,0.99,334.0,48.0,70.0,59.0,10.0,180.0,87.0,1.84,334.0,70.0
2023-11-30,4.0,5.0,39.0,15.0,39.0,52.0,0.97,0.44,33.0,18.0,59.0,60.0,5.0,18.0,52.0,1.48,38.0,98.0
2022-01-19,29.0,20.0,58.0,133.0,58.0,50.0,3.11,0.73,92.0,56.0,52.0,64.0,29.0,133.0,63.0,3.11,92.0,76.0
2023-01-01,4.0,3.0,24.0,7.0,24.0,29.0,0.41,0.39,182.0,52.0,74.0,71.0,20.0,24.0,40.0,0.63,182.0,75.0
2019-02-06,33.0,15.0,71.0,127.0,71.0,49.0,4.86,0.94,65.0,57.0,47.0,44.0,33.0,127.0,71.0,4.86,65.0,59.0
2023-06-26,2.0,6.0,12.0,5.0,12.0,7.0,0.32,0.34,20.0,21.0,68.0,67.0,6.0,6.0,13.0,0.49,27.0,69.0
2021-12-04,29.0,7.0,34.0,5.0,34.0,32.0,2.21,0.84,107.0,38.0,58.0,62.0,29.0,8.0,41.0,2.21,107.0,78.0
2019-11-07,33.0,8.0,54.0,19.0,54.0,53.0,1.51,0.88,40.0,41.0,63.0,58.0,33.0,32.0,54.0,1.51,41.0,79.0
2020-04-24,4.0,1.0,24.0,3.0,24.0,11.0,0.17,0.32,41.0,32.0,71.0,81.0,7.0,35.0,34.0,0.7,45.0,97.0
2019-05-25,3.0,4.0,19.0,8.0,19.0,20.0,0.38,0.36,33.0,21.0,60.0,74.0,4.0,28.0,36.0,0.39,33.0,81.0
2022-05-11,8.0,7.0,39.0,21.0,39.0,46.0,1.18,1.82,97.0,97.0,60.0,74.0,12.0,37.0,46.0,2.13,97.0,89.0
2022-07-05,3.0,2.0,24.0,13.0,24.0,22.0,0.14,0.64,36.0,31.0,45.0,69.0,3.0,13.0,24.0,1.06,42.0,77.0
2019-05-01,4.0,4.0,34.0,6.0,34.0,25.0,0.97,0.35,27.0,25.0,83.0,79.0,4.0,15.0,37.0,0.97,27.0,105.0
2019-01-26,11.0,4.0,55.0,39.0,55.0,53.0,2.23,0.73,58.0,55.0,65.0,52.0,29.0,39.0,73.0,2.23,58.0,70.0
2022-06-07,3.0,3.0,37.0,8.0,37.0,15.0,0.25,0.88,59.0,27.0,47.0,72.0,9.0,11.0,37.0,0.88,59.0,76.0
2020-01-01,12.0,4.0,48.0,49.0,48.0,37.0,1.27,0.69,47.0,55.0,56.0,54.0,12.0,85.0,57.0,1.27,67.0,74.0
2022-10-24,10.0,2.0,41.0,72.0,41.0,45.0,0.48,0.57,79.0,43.0,73.0,68.0,10.0,128.0,54.0,0.57,79.0,73.0
2023-09-26,2.0,4.0,25.0,37.0,25.0,33.0,2.81,0.39,89.0,29.0,73.0,75.0,13.0,71.0,47.0,2.81,89.0,75.0
2021-01-30,33.0,3.0,40.0,8.0,40.0,27.0,3.04,0.86,95.0,22.0,63.0,77.0,33.0,10.0,40.0,3.04,95.0,85.0
2019-08-09,3.0,2.0,28.0,8.0,28.0,24.0,0.48,0.49,42.0,47.0,62.0,82.0,9.0,30.0,42.0,0.49,50.0,82.0
2023-08-13,1.0,4.0,24.666666666666664,6.0,24.666666666666664,12.0,0.14,0.27,23.0,27.0,81.0,74.0,4.0,6.0,12.0,0.54,39.0,81.0
2019-07-07,3.0,1.0,27.0,6.0,27.0,27.0,0.51,0.53,43.0,33.0,72.0,69.0,9.0,18.0,34.0,0.81,43.0,81.0
2023-06-17,3.0,4.0,17.0,4.0,17.0,15.0,0.28,0.48,34.0,36.0,74.0,73.0,7.0,9.0,46.0,2.21,57.0,74.0
2019-06-24,4.0,5.0,41.0,16.0,41.0,38.0,0.98,0.77,46.0,23.0,57.0,54.0,5.0,56.0,55.0,0.98,46.0,62.0
2023-10-07,9.0,5.0,30.0,15.0,30.0,40.0,1.07,0.69,87.0,40.0,25.0,71.0,9.0,69.0,67.0,1.32,87.0,77.0
2021-03-22,5.0,7.0,70.0,12.0,70.0,47.0,0.35,0.41,76.0,29.0,63.0,77.0,7.0,79.0,70.0,0.55,76.0,80.0
2019-08-11,6.0,2.0,21.0,9.0,21.0,29.0,0.69,0.88,35.0,38.0,64.0,63.0,17.0,14.0,41.0,0.92,38.0,71.0
2019-03-29,6.0,3.0,51.0,38.0,51.0,55.0,0.72,0.57,65.0,47.0,85.0,79.0,10.0,63.0,75.0,0.82,65.0,113.0
2022-03-21,10.0,3.0,63.0,81.0,63.0,54.0,1.68,0.83,335.0,79.0,56.0,75.0,11.0,213.0,78.0,1.68,335.0,100.0
2022-02-13,31.0,11.0,56.0,28.0,56.0,32.0,5.04,0.7,69.0,57.0,60.0,73.0,31.0,34.0,56.0,5.04,69.0,94.0
2019-03-09,7.0,8.0,41.0,19.0,41.0,31.0,0.92,0.52,41.0,56.0,53.0,53.0,14.0,20.0,41.0,0.93,56.0,62.0
2022-01-03,23.0,5.0,65.0,97.0,65.0,71.0,1.39,1.13,162.0,226.0,40.0,42.0,23.0,137.0,96.0,1.39,226.0,60.0
2020-12-07,17.0,3.0,30.0,8.0,30.0,21.0,0.9,0.6,62.0,23.0,67.0,78.0,17.0,11.0,30.0,0.9,62.0,78.0
2020-08-05,7.0,4.0,27.0,27.0,27.0,31.0,0.91,0.5,52.0,38.0,78.0,77.0,13.0,39.0,32.0,0.91,52.0,105.0
